,PRICE,SOLD_MONTH_Number,SOLD_DATE_DAY,SOLD_YEAR,PROPERTY_TYPE,BEDS,BATHS,SQUARE_FEET,LOT_SIZE,YEAR_BUILT,LOCATION
9950,365000,4,20,2020,1,3.0,2.0,1356.0,4329.0,1925.0,4
9953,493000,10,28,2021,1,4.0,3.0,2288.0,7764.0,2002.0,4
9954,505500,10,10,2018,1,5.0,2.5,2840.0,9170.0,1998.0,4
9956,350000,5,13,2020,1,3.0,1.0,980.0,6250.0,1961.0,4
9957,460000,10,6,2022,1,4.0,2.0,1440.0,6800.0,1980.0,4
9963,543000,8,15,2022,1,3.0,2.5,2370.0,15246.0,1980.0,4
9965,635000,6,14,2022,1,4.0,2.5,2694.0,6086.0,2011.0,4
9966,480000,3,31,2021,1,4.0,2.5,2035.0,4378.0,2013.0,4
9972,380000,11,6,2020,1,3.0,2.0,1504.0,6250.0,1998.0,4
9973,440000,5,21,2021,1,3.0,2.5,1524.0,7926.0,2002.0,4
9974,457000,4,16,2021,4,4.0,2.0,1648.0,8010.0,1983.0,4
9975,525000,9,8,2022,1,3.0,2.0,1430.0,7200.0,1978.0,4
9976,455000,8,30,2021,1,3.0,2.5,1819.0,10899.0,1999.0,4
9977,610000,7,15,2019,1,2.0,2.0,3056.0,87120.0,1979.0,4
9979,455000,12,17,2020,1,4.0,2.5,2305.0,4000.0,1925.0,4
9980,625000,3,22,2022,1,4.0,2.0,2736.0,6000.0,1933.0,4
9981,475000,9,9,2021,1,3.0,2.5,1547.0,5120.0,2015.0,4
9984,450000,9,21,2021,1,5.0,2.0,2270.0,6500.0,1905.0,4
9988,485000,7,27,2020,1,4.0,2.0,2108.0,5485.0,1981.0,4
9993,435000,6,19,2018,1,4.0,3.0,2542.0,4851.0,1928.0,4
9994,150000,6,10,2022,2,3.1275665851706007,2.315704532026172,2589.0644155844157,2500.0,1984.2786715101195,4
9996,407000,12,16,2021,1,4.0,1.0,1427.0,5000.0,1926.0,4
9997,495000,12,20,2021,1,3.0,1.5,1221.0,2437.0,1903.0,4
9998,265000,9,10,2021,1,1.0,1.0,424.0,2184.0,1942.0,4
9999,422000,6,23,2021,1,3.0,2.0,1106.0,5175.0,1996.0,4
10001,247500,3,12,2019,1,3.0,1.5,1441.0,3125.0,2007.0,4
10002,710000,6,15,2022,1,4.0,3.0,2634.0,13608.0,2021.0,4
10003,425000,4,13,2022,1,3.0,1.0,1336.0,5600.0,1913.0,4
10007,393000,8,28,2019,1,4.0,2.0,2364.0,3670.0,1928.0,4
10008,420000,2,19,2021,1,3.0,2.0,1445.0,6000.0,1924.0,4
10011,1100000,3,31,2022,1,3.0,3.0,3691.0,13102.0,2000.0,4
10012,390000,4,8,2022,1,2.0,1.0,1100.0,5940.0,1930.0,4
10013,610000,9,9,2022,1,3.0,2.0,2054.0,8625.0,1980.0,4
10015,385000,12,21,2021,1,3.0,1.0,1244.0,5352.0,1910.0,4
10016,442000,10,11,2019,1,3.0,2.0,1397.0,6612.0,1908.0,4
10018,658000,4,12,2022,1,3.0,2.0,1472.0,6600.0,1905.0,4
10021,677000,12,11,2019,0,2.0,2.5,1622.0,557.0,2007.0,4
10022,380000,7,23,2021,1,4.0,2.5,1472.0,2009.0,2005.0,4
10023,395000,3,15,2021,1,2.0,1.0,792.0,6000.0,1929.0,4
10029,355000,10,12,2021,1,2.0,1.0,792.0,6000.0,1924.0,4
10030,485000,9,29,2021,1,3.0,2.0,1640.0,43560.0,1931.0,4
10032,300000,9,23,2021,1,3.0,1.0,984.0,5250.0,1968.0,4
10034,435000,3,26,2021,1,4.0,2.0,1700.0,5000.0,1983.0,4
10036,442000,10,16,2020,1,3.0,2.0,2416.0,6000.0,1940.0,4
10037,310000,11,10,2020,1,4.0,1.0,2224.0,6000.0,1955.0,4
10038,335000,5,18,2021,1,2.0,1.0,720.0,2500.0,1925.0,4
10039,355000,12,1,2020,1,3.0,1.5,1094.0,6300.0,1890.0,4
10041,486000,4,27,2021,1,3.0,2.0,1595.0,10200.0,1977.0,4
10042,460000,4,8,2021,1,2.0,1.0,822.0,2250.0,1900.0,4
10043,424500,10,13,2021,0,3.0,2.5,1407.0,27390.125019392875,1998.0,4
10044,257000,8,24,2018,1,3.0,2.5,1241.0,3900.0,1998.0,4
10045,625000,5,17,2021,3,3.0,3.5,1691.0,981.0,2009.0,4
10046,309000,11,6,2020,5,3.0,2.0,1616.0,27390.125019392875,1991.0,4
10047,1025000,7,26,2021,1,3.0,2.5,2576.0,6500.0,1928.0,4
10048,435000,6,28,2019,0,3.0,2.0,1690.0,1725.0,2002.0,4
10049,460000,4,26,2022,1,3.0,2.0,1299.0,11693.0,1985.0,4
10050,389000,11,26,2019,1,4.0,3.5,2195.0,4955.0,2019.0,4
10051,255250,8,30,2018,1,3.0,1.0,1280.0,6500.0,1927.0,4
10052,512500,11,30,2021,1,3.0,2.0,1920.0,15042.0,1960.0,4
10053,554000,8,5,2020,1,2.0,2.0,1669.0,5208.0,2007.0,4
10055,345000,10,7,2020,1,3.0,3.0,1826.0,7200.0,1977.0,4
10056,825000,7,12,2021,1,5.0,4.0,4550.0,26847.0,1980.0,4
10057,465000,7,1,2022,0,2.0,2.0,1085.0,27390.125019392875,2005.0,4
10058,286000,6,27,2019,1,3.0,2.0,1058.0,6500.0,1993.0,4
10061,450000,7,7,2020,1,5.0,3.0,1420.0,5070.0,1927.0,4
10066,449000,9,8,2021,1,3.0,2.0,1820.0,7440.0,1964.0,4
10067,420000,9,30,2021,1,4.0,1.0,1594.0,5040.0,1916.0,4
10069,410000,3,24,2022,1,3.0,1.5,1152.0,6098.0,1966.0,4
10070,374000,7,24,2020,1,2.0,1.0,869.0,20000.0,1959.0,4
10071,340000,3,24,2022,1,1.0,1.0,748.0,6000.0,1908.0,4
10077,450730,7,8,2022,1,3.0,1.0,1128.0,7995.0,1968.0,4
10079,355000,12,17,2021,1,3.0,1.0,1236.0,6000.0,1946.0,4
10080,520000,5,5,2022,1,3.0,2.5,1695.0,5877.0,1999.0,4
10081,510000,7,1,2022,1,3.0,2.5,1408.0,10548.0,1985.0,4
10082,440000,9,22,2022,1,4.0,2.0,1393.0,6500.0,1895.0,4
10083,390000,2,26,2021,1,4.0,2.0,1570.0,5012.0,2009.0,4
10084,620000,11,24,2021,1,5.0,2.0,2368.0,11600.0,1961.0,4
10085,592000,10,24,2022,1,4.0,3.0,2192.0,5195.0,2018.0,4
10091,850000,2,24,2022,1,3.0,2.5,2968.0,9210.0,1994.0,4
10092,347200,2,7,2019,1,3.0,3.0,1472.0,7150.0,1950.0,4
10093,610000,8,13,2021,1,3.0,2.5,1915.0,8165.0,1996.0,4
10094,775000,8,19,2022,1,4.0,2.5,2616.0,3225.0,1929.0,4
10097,295000,8,13,2019,1,2.0,1.0,980.0,6325.0,1985.0,4
10098,510000,1,8,2021,1,4.0,2.5,2360.0,6318.0,2020.0,4
10099,440000,8,29,2022,1,3.0,1.0,2452.0,6490.0,1919.0,4
10100,535000,7,20,2022,1,4.0,1.5,1528.0,2220.0,1931.0,4
10101,394950,10,15,2020,1,3.0,1.0,1017.0,6000.0,1969.0,4
10102,339950,10,24,2018,1,4.0,2.0,1470.0,9000.0,1932.0,4
10103,435000,5,14,2021,0,2.0,2.0,1104.0,4323.0,1983.0,4
10106,605000,5,6,2022,1,3.0,2.5,1542.0,7500.0,1978.0,4
10110,375000,11,18,2020,1,3.0,2.0,1595.0,7000.0,1998.0,4
10114,250000,4,4,2018,1,3.0,1.0,840.0,6000.0,1951.0,4
10116,415000,2,14,2020,1,3.0,2.5,1566.0,7000.0,1983.0,5
10117,430000,5,1,2019,0,2.0,2.0,1085.0,303.0,1919.0,4
10118,340000,3,31,2020,1,3.0,2.0,1724.0,17572.0,1961.0,4
10119,460000,5,10,2022,1,2.0,1.5,1016.0,96703.0,1943.0,4
10120,406800,8,26,2022,1,3.0,1.0,1307.0,6000.0,1948.0,4
10121,370000,5,29,2018,1,4.0,2.0,1386.0,6413.0,1983.0,4
10122,759900,12,28,2018,1,4.0,4.0,4039.0,87120.0,2007.0,4
10123,440000,6,10,2021,3,2.0,2.5,1577.0,1500.0,2007.0,4
10124,467000,7,28,2021,1,3.0,2.0,1600.0,5254.0,1925.0,4
10127,336000,8,24,2020,1,2.0,1.0,724.0,7250.0,1942.0,4
10128,310000,12,17,2019,1,4.0,2.0,1656.0,9750.0,1906.0,4
10129,280000,10,30,2020,1,4.0,2.0,1828.0,5750.0,1912.0,4
10130,525000,6,15,2021,1,2.0,1.0,1424.0,2625.0,1928.0,4
10131,185000,10,16,2020,0,1.0,1.0,516.0,27390.125019392875,1959.0,4
10132,385000,1,24,2022,1,4.0,1.0,1600.0,6500.0,1932.0,4
10133,328000,10,25,2019,0,3.0,3.0,1266.0,27390.125019392875,2008.0,4
10136,395000,2,18,2022,1,2.0,1.0,1208.0,6250.0,1942.0,4
10137,420000,9,24,2021,1,4.0,1.5,2496.0,10660.0,1969.0,4
10138,410000,10,28,2021,1,4.0,1.5,1324.0,6720.0,1972.0,4
10139,280000,10,22,2020,1,2.0,1.0,856.0,10125.0,1930.0,4
10141,385000,9,24,2021,0,2.0,2.0,1014.0,27390.125019392875,1990.0,4
10142,625000,10,29,2021,1,3.0,3.0,2621.0,10547.0,1990.0,4
10143,348750,5,15,2020,1,3.0,2.0,1488.0,6000.0,1913.0,4
10144,419950,4,8,2020,1,3.0,1.5,1404.0,7523.0,1981.0,4
10145,675000,2,9,2021,1,3.0,2.0,2325.0,3750.0,1914.0,4
10146,340000,7,23,2021,1,2.0,1.0,803.0,5040.0,1942.0,4
10147,415000,10,28,2021,1,3.0,1.0,1025.0,8460.0,1967.0,4
10149,500000,8,19,2020,1,9.0,3.0,3320.0,4500.0,1926.0,4
10151,235000,8,20,2019,1,2.0,1.0,764.0,5000.0,1950.0,4
10152,384150,12,8,2020,1,4.0,2.0,1620.0,6500.0,1900.0,4
10154,330000,1,29,2021,1,3.0,1.0,992.0,6000.0,1955.0,4
10155,410000,5,11,2022,1,3.0,3.0,1744.0,1972.0,2006.0,4
10156,535000,9,11,2020,3,2.0,2.5,1473.0,922.0,2005.0,4
10157,610000,6,17,2022,1,3.0,2.0,1576.0,7368.0,1996.0,4
10158,349950,9,25,2020,1,3.0,2.5,1532.0,3250.0,2010.0,4
10159,449950,8,26,2022,1,3.0,1.0,963.0,5347.0,1953.0,4
10162,259950,12,1,2020,0,2.0,2.0,1068.0,27390.125019392875,1981.0,4
10164,340000,5,28,2020,1,4.0,2.0,1338.0,6000.0,1982.0,4
10165,510000,9,4,2020,1,3.0,2.5,2663.0,8880.0,2001.0,4
10166,540000,9,28,2020,1,4.0,2.0,1760.0,4550.0,1925.0,4
10167,446000,9,24,2020,1,3.0,2.0,1282.0,6984.0,1981.0,4
10170,680000,2,11,2022,1,3.0,2.5,1925.0,9500.0,1987.0,4
10175,485000,8,31,2022,1,3.0,2.5,1767.0,5070.0,2012.0,4
10176,499000,2,10,2022,1,3.0,2.0,1599.0,6226.0,1915.0,4
10178,700000,6,8,2022,1,4.0,2.315704532026172,2302.0,6600.0,1997.0,4
10180,430000,5,18,2020,1,3.0,2.0,2242.0,7500.0,1951.0,4
10182,357000,10,27,2020,1,3.0,2.5,1550.0,8000.0,1981.0,4
10183,500000,9,30,2022,1,4.0,2.5,1951.0,6000.0,2016.0,4
10184,290000,10,27,2021,0,2.0,2.0,959.0,27390.125019392875,1986.0,4
10185,475000,8,17,2022,1,3.0,2.5,1855.0,6000.0,2008.0,4
10186,840000,7,22,2022,1,3.0,2.5,2648.0,4875.0,1931.0,4
10187,570000,9,22,2021,1,5.0,2.0,1767.0,6000.0,1949.0,4
10190,549000,6,28,2022,1,4.0,2.0,1964.0,15682.0,1950.0,4
10192,885000,1,19,2022,1,4.0,3.5,3636.0,73896.0,2004.0,4
10194,435000,3,31,2022,1,3.0,2.0,1116.0,3450.0,1924.0,4
10195,380000,10,14,2022,1,3.0,1.0,1116.0,4811.0,1930.0,4
10196,575000,6,11,2021,1,2.0,2.5,2580.0,34867.0,1928.0,4
10197,355000,8,25,2022,1,2.0,1.0,840.0,5500.0,1920.0,4
10200,689000,10,21,2022,1,5.0,3.0,2450.0,13000.0,1980.0,4
10202,410000,2,23,2021,1,3.0,1.0,1624.0,6250.0,1940.0,4
10204,447000,7,10,2019,0,1.0,1.0,1067.0,86764.0,2008.0,4
10205,560000,5,6,2020,1,4.0,2.5,2477.0,10347.0,1989.0,4
10206,434000,9,13,2021,1,3.0,2.0,1480.0,5500.0,1909.0,4
10207,485000,11,1,2021,1,3.0,2.0,1595.0,7000.0,1999.0,4
10209,560000,3,31,2022,1,3.0,1.0,1336.0,6000.0,1931.0,4
10210,352500,10,9,2020,1,3.0,2.5,1874.0,7564.0,1998.0,4
10211,333000,4,30,2021,1,2.0,1.0,848.0,5750.0,1928.0,4
10212,500000,12,17,2021,1,3.0,2.0,1408.0,10125.0,1950.0,4
10213,320000,12,3,2021,0,2.0,1.5,1104.0,2178.0,1980.0,4
10214,350000,9,29,2020,1,2.0,2.0,1510.0,14250.0,1927.0,4
10216,675000,10,17,2018,1,4.0,3.0,3521.0,4875.0,1890.0,4
10217,726000,7,15,2020,1,4.0,2.0,2132.0,3750.0,1917.0,4
10218,429000,10,29,2021,1,2.0,1.0,1000.0,6500.0,1907.0,4
10220,233500,8,20,2018,1,2.0,1.0,927.0,9000.0,1904.0,4
10221,495000,8,2,2022,1,3.0,2.0,1717.0,7259.0,1998.0,4
10222,430000,7,29,2022,1,3.0,1.0,1280.0,6000.0,1919.0,4
10223,385000,1,31,2022,1,2.0,1.0,1008.0,6720.0,1956.0,4
10224,350000,8,17,2022,1,3.0,1.0,1024.0,6000.0,1925.0,4
10227,530000,3,5,2020,0,2.0,2.0,1280.0,27390.125019392875,1919.0,4
10228,425000,9,28,2018,1,3.0,2.5,1940.0,6000.0,1999.0,4
10229,359000,7,9,2020,1,6.0,2.0,1798.0,10000.0,1942.0,4
10231,580000,12,15,2021,1,2.0,1.0,1156.0,6000.0,1947.0,4
10232,447000,3,8,2021,1,3.0,2.0,1900.0,6710.0,1954.0,4
10235,301000,10,30,2020,1,3.0,2.0,1202.0,6500.0,1980.0,4
10236,424000,11,1,2021,1,3.0,2.0,1464.0,7600.0,1916.0,4
10237,400000,12,31,2020,1,3.0,2.5,1584.0,5000.0,1997.0,4
10240,470000,6,16,2020,1,3.0,2.0,2064.0,10080.0,1948.0,4
10241,340000,9,22,2020,1,3.0,2.0,1244.0,9750.0,1986.0,4
10242,457200,8,20,2021,1,4.0,1.0,1637.0,6457.0,1958.0,4
10243,320000,12,30,2020,1,3.0,1.0,1280.0,4550.0,1903.0,4
10244,345000,9,4,2020,1,3.0,1.5,1295.0,5880.0,1908.0,4
10245,455000,8,19,2021,1,3.0,1.0,1128.0,5170.0,1952.0,4
10246,366000,11,15,2021,1,3.0,1.0,950.0,6500.0,1895.0,4
10247,359000,10,16,2020,1,3.0,1.0,882.0,7810.0,1951.0,4
10248,444500,5,25,2018,1,4.0,2.5,2363.0,5000.0,2013.0,4
10251,381500,5,23,2019,1,3.0,2.0,2330.0,21420.0,1986.0,4
10252,399000,9,25,2020,1,3.0,1.5,1269.0,3250.0,1912.0,4
10253,405000,8,23,2022,1,3.0,2.0,1314.0,6600.0,1978.0,4
10256,359900,10,29,2018,1,4.0,2.5,2210.0,4500.0,2015.0,4
10257,470000,6,14,2021,1,3.0,2.0,1658.0,9000.0,1900.0,4
10259,389000,4,21,2021,1,4.0,2.0,1136.0,9225.0,1969.0,4
10261,445000,5,7,2019,1,3.0,2.5,2199.0,35240.0,1961.0,4
10262,420000,11,23,2021,1,2.0,1.0,1710.0,8600.0,1947.0,4
10263,333250,5,11,2020,1,4.0,1.0,1380.0,15250.0,1911.0,4
10264,355000,8,23,2019,0,2.0,2.0,1341.0,873.0,1978.0,4
10267,635000,9,14,2021,1,3.0,2.0,1868.0,7516.0,1986.0,4
10268,403900,8,7,2020,1,4.0,2.5,2720.0,3375.0,1919.0,4
10269,405000,11,23,2021,1,2.0,1.0,1340.0,5074.0,1932.0,4
10270,305000,5,1,2020,0,2.0,2.0,1049.0,27390.125019392875,2002.0,4
10274,658000,4,29,2021,1,4.0,3.5,3043.0,6480.0,2020.0,4
10276,610000,6,17,2022,1,4.0,2.0,1962.0,39680.0,1974.0,4
10279,460000,8,24,2022,1,2.0,2.0,1454.0,5600.0,1908.0,4
10280,568650,8,12,2022,1,4.0,2.0,2308.0,7700.0,1959.0,4
10282,339000,7,31,2020,1,3.0,1.0,1020.0,6000.0,1969.0,4
10284,560000,12,28,2021,1,4.0,2.5,2008.0,8800.0,1960.0,4
10285,735000,10,28,2021,1,4.0,3.0,2492.0,7000.0,1977.0,4
10287,289900,10,19,2018,1,3.0,1.5,1108.0,6500.0,1906.0,4
10290,520000,6,2,2022,1,3.0,2.5,1545.0,3600.0,2015.0,4
10291,525000,6,24,2022,1,3.0,1.5,1821.0,5850.0,1948.0,4
10295,407000,10,23,2020,1,3.0,2.5,2929.0,2929.0,2007.0,4
10297,400000,9,25,2020,1,3.0,2.0,1318.0,15651.0,1994.0,4
10298,370000,8,26,2020,1,4.0,2.0,1772.0,5300.0,2003.0,4
10299,600000,5,4,2022,1,4.0,2.0,2370.0,6612.0,1945.0,4
10300,378000,8,11,2020,1,3.0,2.5,1844.0,3250.0,2005.0,4
10301,612000,2,23,2022,1,3.0,2.5,1693.0,10985.0,1948.0,4
10302,420000,7,2,2021,1,3.0,1.0,1380.0,3080.0,1926.0,4
10303,365000,2,28,2020,0,1.0,1.0,980.0,27390.125019392875,1907.0,4
10304,548000,9,14,2021,1,3.0,1.5,1860.0,7200.0,1905.0,4
10305,380000,11,10,2021,1,3.0,1.0,1152.0,8170.0,1970.0,4
10306,340000,6,18,2021,1,3.0,1.0,1596.0,16250.0,1918.0,4
10307,335000,12,29,2020,1,3.0,1.5,1108.0,9730.0,1968.0,4
10308,500000,7,20,2021,1,4.0,2.0,1273.0,7100.0,1919.0,4
10309,355000,8,10,2021,1,3.0,1.0,1038.0,4500.0,1911.0,4
10310,397500,4,3,2020,1,3.0,2.0,1484.0,9622.0,1997.0,4
10313,405000,12,23,2019,1,3.0,1.5,1635.0,2914.0,1926.0,4
10314,280000,3,27,2020,1,3.0,1.0,1044.0,6400.0,1948.0,4
10315,370000,10,25,2019,1,3.0,1.5,1973.0,7020.0,1907.0,4
10316,245000,8,23,2018,1,3.0,1.0,982.0,12000.0,1950.0,4
10319,400000,8,31,2022,1,3.0,1.0,1416.0,2900.0,1910.0,4
10330,407000,6,8,2022,1,2.0,1.0,937.0,4500.0,1926.0,4
10333,615000,10,4,2022,1,5.0,3.0,2637.0,5000.0,2013.0,4
10336,640000,10,13,2022,1,5.0,3.5,2556.0,7000.0,2022.0,4
10340,340000,10,5,2022,1,2.0,1.0,703.0,6500.0,1949.0,4
10344,330000,7,30,2019,1,3.0,2.0,3120.0,12500.0,1946.0,4
10349,329950,9,28,2022,1,3.0,1.0,1120.0,5254.0,1919.0,4
10350,550000,9,6,2022,1,5.0,3.0,2261.0,6500.0,1984.0,4
10351,465000,9,15,2022,1,3.0,2.0,1400.0,7500.0,1921.0,4
10355,300000,10,7,2022,1,3.0,1.0,1732.0,9000.0,1936.0,4
10357,465000,7,15,2022,0,2.0,2.0,1490.0,27390.125019392875,1981.0,4
10359,455000,9,30,2022,1,4.0,2.5,1984.0,5044.0,2004.0,4
10360,420000,8,17,2022,0,2.0,2.5,1252.0,27390.125019392875,2006.0,4
10365,432000,8,31,2022,4,2.0,2.0,1300.0,6000.0,1950.0,4
10368,310000,8,29,2022,1,1.0,1.0,768.0,3600.0,1920.0,4
10372,480000,8,31,2022,1,4.0,2.0,1914.0,6500.0,1924.0,4
10373,475000,8,4,2022,1,4.0,2.5,2112.0,5720.0,1978.0,4
10379,385000,7,28,2022,1,4.0,1.0,1140.0,6906.0,1944.0,4
10386,474950,6,22,2022,1,3.0,2.5,1962.0,13244.0,2003.0,4
10388,580000,7,7,2022,1,4.0,2.0,1694.0,6664.0,2016.0,4
10389,420000,6,6,2022,1,3.0,1.5,1352.0,7372.0,1953.0,4
10391,400000,8,1,2022,1,3.0,1.5,1332.0,9275.0,1908.0,4
10392,230000,6,17,2022,1,3.0,2.0,1180.0,2375.0,1954.0,4
10395,190000,8,1,2022,1,2.0,1.0,792.0,6200.0,1916.0,4
10402,495000,6,7,2022,1,3.0,2.5,1392.0,4000.0,2014.0,4
10405,400000,6,11,2021,1,4.0,1.0,1440.0,6500.0,1913.0,4
10408,560000,8,13,2021,1,4.0,2.0,1604.0,4800.0,1921.0,4
10412,382000,10,24,2022,1,4.0,2.0,1650.0,9250.0,1950.0,4
10413,236000,9,23,2022,5,3.0,2.0,1404.0,4560.0,1988.0,4
10419,477500,10,7,2022,1,3.0,2.0,1293.0,6000.0,1996.0,4
10426,521700,9,16,2022,1,5.0,2.0,2162.0,7490.0,1962.0,4
10442,460000,9,8,2022,1,3.0,2.0,1938.0,19602.0,1935.0,4
10443,490000,8,12,2021,1,4.0,2.5,1619.0,10125.0,1962.0,4
10444,535000,9,30,2022,1,5.0,2.5,2142.0,5895.0,2007.0,4
10446,395950,9,6,2022,1,3.0,2.0,1166.0,9000.0,1938.0,4
10449,405000,10,17,2022,1,3.0,1.0,1008.0,12197.0,1966.0,4
10454,447500,5,2,2022,1,3.0,2.0,1040.0,8520.0,1982.0,4
10457,434000,10,8,2020,1,3.0,2.0,1496.0,6500.0,1968.0,4
10460,595000,6,7,2022,1,2.0,3.0,2106.0,8885.0,1940.0,4
10461,550000,5,16,2022,1,2.0,1.0,1292.0,37890.0,1950.0,4
10463,461000,6,21,2022,0,3.0,2.0,1704.0,1385.0,2002.0,4
10464,329990,4,27,2022,0,1.0,1.0,638.0,27390.125019392875,1907.0,4
10469,475000,6,6,2022,1,3.0,2.0,1738.0,6900.0,1978.0,4
10471,340000,8,3,2021,0,2.0,2.0,1136.0,27390.125019392875,1969.0,4
10474,385000,6,16,2022,0,1.0,1.0,713.0,27390.125019392875,1907.0,4
10477,349950,12,1,2021,1,1.0,1.0,799.0,8276.0,1942.0,4
10478,655000,4,29,2022,1,4.0,2.0,2899.0,43501.0,1970.0,4
10497,525000,6,9,2021,1,3.0,3.0,1726.0,9750.0,1910.0,4
10513,285000,2,8,2019,1,4.0,2.0,1721.0,6000.0,1900.0,4
10516,300000,10,4,2019,1,4.0,2.0,1592.0,6000.0,1938.0,4
10518,525000,6,16,2022,1,3.0,2.0,1776.0,6324.0,1958.0,4
10520,430000,6,14,2021,1,3.0,1.5,1299.0,9125.0,1965.0,4
10531,379950,6,22,2022,1,2.0,1.0,768.0,6000.0,1949.0,4
10534,409000,9,24,2021,1,3.0,2.0,1341.0,6970.0,1975.0,4
10540,400000,6,22,2022,1,3.0,1.0,1012.0,5000.0,1973.0,4
10541,524000,6,8,2022,1,3.0,2.0,1640.0,5000.0,2012.0,4
10546,510000,9,27,2022,1,4.0,3.0,1820.0,6750.0,2004.0,4
10548,399950,7,29,2022,0,3.0,2.5,1490.0,3045.0,1999.0,4
10554,500000,6,29,2022,1,3.0,2.0,1170.0,40511.0,1960.0,4
10560,327000,9,28,2022,1,2.0,1.0,825.0,4600.0,1925.0,4
10570,75000,3,24,2022,5,3.0,2.0,1040.0,4000.0,1998.0,4
10571,335000,1,17,2020,1,3.0,2.0,1428.0,10454.0,1979.0,4
10580,620000,5,27,2022,1,3.0,2.5,1570.0,5168.0,1992.0,6
10586,405000,8,19,2022,1,4.0,1.0,1432.0,9000.0,1940.0,4
10603,390100,9,22,2022,1,3.0,1.5,1152.0,8836.0,1954.0,4
10614,395000,8,12,2022,1,3.0,1.0,880.0,5100.0,1985.0,4
10616,340000,7,6,2022,1,2.0,1.0,1061.0,7405.0,1925.0,4
10620,347500,10,25,2022,1,2.0,1.0,900.0,7250.0,1921.0,4
10623,495000,8,12,2021,1,3.0,2.5,2381.0,3943.0,2014.0,4
10635,347000,9,21,2022,1,2.0,1.0,1904.0,9100.0,1939.0,4
10637,375000,9,23,2022,1,3.0,2.0,1344.0,9218.0,1926.0,4
10648,450000,8,29,2022,1,4.0,1.0,1948.0,6250.0,1913.0,4
10651,410000,8,10,2022,1,4.0,2.0,2287.0,5238.0,1950.0,4
10652,625000,8,18,2022,1,4.0,2.5,2183.0,5500.0,2021.0,4
10661,345000,8,25,2022,1,2.0,1.0,1075.0,6000.0,1910.0,4
10663,467000,7,28,2021,1,3.0,2.0,1807.0,3750.0,1926.0,4
10664,650000,9,2,2022,1,4.0,2.5,2914.0,11400.0,1965.0,5
10666,360000,10,15,2021,1,2.0,2.0,1184.0,8900.0,1942.0,4
10668,384000,3,14,2022,1,2.0,1.0,770.0,9000.0,1929.0,4
10674,280000,3,21,2022,1,2.0,1.0,854.0,6000.0,1940.0,4
10677,422500,3,31,2022,1,2.0,1.0,1230.0,7200.0,1919.0,4
10680,465000,8,10,2022,1,3.0,2.0,1353.0,6525.0,2002.0,4
10683,515000,8,31,2022,1,3.0,2.0,1368.0,6000.0,1912.0,4
10691,480000,7,24,2018,3,2.0,2.5,1470.0,1264.0,2005.0,4
10694,275000,8,5,2022,0,2.0,1.0,912.0,1865.0,1978.0,4
10710,380000,8,25,2022,1,3.0,1.5,1329.0,6000.0,1939.0,4
10714,340000,10,26,2022,1,5.0,2.0,2153.0,4810.0,1895.0,4
10716,345000,10,26,2022,1,2.0,1.0,1140.0,4625.0,1941.0,4
10718,350000,10,25,2022,1,3.0,1.0,960.0,9375.0,1920.0,4
10719,514000,10,18,2021,1,3.0,1.0,1659.0,9198.0,1958.0,4
10722,430000,10,26,2022,1,3.0,2.0,1351.0,6000.0,1948.0,4
10724,649900,8,8,2022,1,4.0,2.5,1981.0,11049.0,1960.0,4
10725,422950,10,24,2022,1,3.0,2.0,2502.0,6500.0,1904.0,4
10728,399888,9,2,2022,1,3.0,1.5,2560.0,10650.0,1950.0,4
10730,314950,10,13,2022,1,2.0,1.0,1261.0,5300.0,1946.0,4
10732,408000,10,14,2022,1,2.0,1.0,1129.0,6450.0,1950.0,4
10736,500000,8,29,2022,1,3.0,2.5,1976.0,10167.0,1963.0,4
10743,360000,8,19,2022,1,3.0,1.0,1250.0,15155.0,1908.0,4
10748,399500,9,20,2022,1,2.0,1.0,911.0,3920.0,1947.0,4
10753,345000,12,6,2019,1,3.0,2.0,530.0,5086.0,2014.0,4
10765,367500,9,16,2022,1,3.0,1.0,1886.0,6375.0,1925.0,4
10766,400000,10,4,2022,1,3.0,1.0,1772.0,7100.0,1971.0,4
10772,475000,9,7,2022,1,3.0,1.5,2267.0,12800.0,1959.0,4
10779,625000,8,25,2022,4,5.0,3.75,2678.0,11310.0,1900.0,4
10780,410000,8,29,2022,1,3.0,1.0,1584.0,2400.0,1915.0,4
10789,495000,8,25,2022,1,4.0,2.0,1623.0,10125.0,1951.0,4
10795,399950,8,5,2022,1,2.0,2.0,1184.0,6000.0,1913.0,4
10801,400000,6,30,2022,0,2.0,2.0,1262.0,1026.0,2002.0,4
10805,560000,6,21,2022,1,4.0,3.0,2344.0,7954.0,2003.0,4
10808,405200,7,22,2022,1,4.0,2.0,1335.0,6250.0,1905.0,4
10809,499000,9,14,2022,1,2.0,1.5,1230.0,76666.0,1963.0,4
10810,425000,6,16,2022,1,3.0,1.0,1498.0,5850.0,1923.0,4
10813,190000,8,22,2022,1,2.0,1.0,892.0,6534.0,1954.0,4
10820,509950,6,22,2022,1,6.0,3.5,1927.0,5150.0,1908.0,4
10822,415000,10,18,2022,1,4.0,1.0,2164.0,5000.0,1924.0,4
10823,328850,6,18,2018,1,3.0,1.5,1452.0,6250.0,1950.0,4
